start,end,activity,time_of_the_day,ToiletDoor_1,Fridge_3,GroceriesCupboard_5,ToiletFlush_6,Frontdoor_7,PlatesCupboard_9,BedroomDoor_10,BedPressureRight_12,BedPressureLeft_13,CutleryDrawer_14,StoveLid_15,BedroomMovement_16,BedroomDresser_18,BathroomPIR_19,PianoSeatPressure_20,SinkFloat_21,ServerNookSeatPressure _22,BalconyDoor_24,KitchenWindow_25,Toaster_26,Microwave_27,KitchenPIR_28
25-Jul-2009 22:41:00,25-Jul-2009 22:41:59,leaveHouse,0.945138888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:42:00,25-Jul-2009 22:42:59,leaveHouse,0.945833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:43:00,25-Jul-2009 22:43:59,leaveHouse,0.946527777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:44:00,25-Jul-2009 22:44:59,leaveHouse,0.947222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:45:00,25-Jul-2009 22:45:59,leaveHouse,0.947916666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:46:00,25-Jul-2009 22:46:59,leaveHouse,0.948611111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:47:00,25-Jul-2009 22:47:59,leaveHouse,0.949305555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:48:00,25-Jul-2009 22:48:59,leaveHouse,0.95,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:49:00,25-Jul-2009 22:49:59,leaveHouse,0.950694444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:50:00,25-Jul-2009 22:50:59,leaveHouse,0.951388888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:51:00,25-Jul-2009 22:51:59,leaveHouse,0.952083333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:52:00,25-Jul-2009 22:52:59,leaveHouse,0.952777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:53:00,25-Jul-2009 22:53:59,leaveHouse,0.953472222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:54:00,25-Jul-2009 22:54:59,leaveHouse,0.954166666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:55:00,25-Jul-2009 22:55:59,leaveHouse,0.954861111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:56:00,25-Jul-2009 22:56:59,leaveHouse,0.955555555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:57:00,25-Jul-2009 22:57:59,leaveHouse,0.95625,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:58:00,25-Jul-2009 22:58:59,leaveHouse,0.956944444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 22:59:00,25-Jul-2009 22:59:59,leaveHouse,0.957638888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:00:00,25-Jul-2009 23:00:59,leaveHouse,0.958333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:01:00,25-Jul-2009 23:01:59,leaveHouse,0.959027777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:02:00,25-Jul-2009 23:02:59,leaveHouse,0.959722222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:03:00,25-Jul-2009 23:03:59,leaveHouse,0.960416666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:04:00,25-Jul-2009 23:04:59,leaveHouse,0.961111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:05:00,25-Jul-2009 23:05:59,leaveHouse,0.961805555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:06:00,25-Jul-2009 23:06:59,leaveHouse,0.9625,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:07:00,25-Jul-2009 23:07:59,leaveHouse,0.963194444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:08:00,25-Jul-2009 23:08:59,leaveHouse,0.963888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:09:00,25-Jul-2009 23:09:59,leaveHouse,0.964583333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:10:00,25-Jul-2009 23:10:59,leaveHouse,0.965277777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:11:00,25-Jul-2009 23:11:59,leaveHouse,0.965972222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:12:00,25-Jul-2009 23:12:59,leaveHouse,0.966666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:13:00,25-Jul-2009 23:13:59,leaveHouse,0.967361111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:14:00,25-Jul-2009 23:14:59,leaveHouse,0.968055555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:15:00,25-Jul-2009 23:15:59,leaveHouse,0.96875,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:16:00,25-Jul-2009 23:16:59,leaveHouse,0.969444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:17:00,25-Jul-2009 23:17:59,leaveHouse,0.970138888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:18:00,25-Jul-2009 23:18:59,leaveHouse,0.970833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:19:00,25-Jul-2009 23:19:59,leaveHouse,0.971527777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:20:00,25-Jul-2009 23:20:59,leaveHouse,0.972222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:21:00,25-Jul-2009 23:21:59,leaveHouse,0.972916666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:22:00,25-Jul-2009 23:22:59,leaveHouse,0.973611111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:23:00,25-Jul-2009 23:23:59,leaveHouse,0.974305555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:24:00,25-Jul-2009 23:24:59,leaveHouse,0.975,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:25:00,25-Jul-2009 23:25:59,leaveHouse,0.975694444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:26:00,25-Jul-2009 23:26:59,leaveHouse,0.976388888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:27:00,25-Jul-2009 23:27:59,leaveHouse,0.977083333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:28:00,25-Jul-2009 23:28:59,leaveHouse,0.977777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:29:00,25-Jul-2009 23:29:59,leaveHouse,0.978472222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:30:00,25-Jul-2009 23:30:59,leaveHouse,0.979166666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:31:00,25-Jul-2009 23:31:59,leaveHouse,0.979861111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:32:00,25-Jul-2009 23:32:59,leaveHouse,0.980555555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:33:00,25-Jul-2009 23:33:59,leaveHouse,0.98125,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:34:00,25-Jul-2009 23:34:59,leaveHouse,0.981944444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:35:00,25-Jul-2009 23:35:59,leaveHouse,0.982638888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:36:00,25-Jul-2009 23:36:59,leaveHouse,0.983333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:37:00,25-Jul-2009 23:37:59,leaveHouse,0.984027777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:38:00,25-Jul-2009 23:38:59,leaveHouse,0.984722222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:39:00,25-Jul-2009 23:39:59,leaveHouse,0.985416666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:40:00,25-Jul-2009 23:40:59,leaveHouse,0.986111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:41:00,25-Jul-2009 23:41:59,leaveHouse,0.986805555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:42:00,25-Jul-2009 23:42:59,leaveHouse,0.9875,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:43:00,25-Jul-2009 23:43:59,leaveHouse,0.988194444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:44:00,25-Jul-2009 23:44:59,leaveHouse,0.988888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:45:00,25-Jul-2009 23:45:59,leaveHouse,0.989583333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:46:00,25-Jul-2009 23:46:59,leaveHouse,0.990277777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:47:00,25-Jul-2009 23:47:59,leaveHouse,0.990972222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:48:00,25-Jul-2009 23:48:59,leaveHouse,0.991666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:49:00,25-Jul-2009 23:49:59,leaveHouse,0.992361111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:50:00,25-Jul-2009 23:50:59,leaveHouse,0.993055555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:51:00,25-Jul-2009 23:51:59,leaveHouse,0.99375,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:52:00,25-Jul-2009 23:52:59,leaveHouse,0.994444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:53:00,25-Jul-2009 23:53:59,leaveHouse,0.995138888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:54:00,25-Jul-2009 23:54:59,leaveHouse,0.995833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:55:00,25-Jul-2009 23:55:59,leaveHouse,0.996527777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:56:00,25-Jul-2009 23:56:59,leaveHouse,0.997222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:57:00,25-Jul-2009 23:57:59,leaveHouse,0.997916666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:58:00,25-Jul-2009 23:58:59,leaveHouse,0.998611111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25-Jul-2009 23:59:00,25-Jul-2009 23:59:59,leaveHouse,0.999305555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:00:00,26-Jul-2009 00:00:59,leaveHouse,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:01:00,26-Jul-2009 00:01:59,leaveHouse,0.000694444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:02:00,26-Jul-2009 00:02:59,leaveHouse,0.00138888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:03:00,26-Jul-2009 00:03:59,leaveHouse,0.00208333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:04:00,26-Jul-2009 00:04:59,leaveHouse,0.00277777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:05:00,26-Jul-2009 00:05:59,leaveHouse,0.00347222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:06:00,26-Jul-2009 00:06:59,leaveHouse,0.00416666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:07:00,26-Jul-2009 00:07:59,leaveHouse,0.00486111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:08:00,26-Jul-2009 00:08:59,leaveHouse,0.00555555555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:09:00,26-Jul-2009 00:09:59,leaveHouse,0.00625,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:10:00,26-Jul-2009 00:10:59,leaveHouse,0.00694444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:11:00,26-Jul-2009 00:11:59,leaveHouse,0.00763888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:12:00,26-Jul-2009 00:12:59,leaveHouse,0.00833333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:13:00,26-Jul-2009 00:13:59,leaveHouse,0.00902777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:14:00,26-Jul-2009 00:14:59,leaveHouse,0.00972222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:15:00,26-Jul-2009 00:15:59,leaveHouse,0.0104166666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:16:00,26-Jul-2009 00:16:59,leaveHouse,0.0111111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:17:00,26-Jul-2009 00:17:59,leaveHouse,0.0118055555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:18:00,26-Jul-2009 00:18:59,leaveHouse,0.0125,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:19:00,26-Jul-2009 00:19:59,leaveHouse,0.0131944444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:20:00,26-Jul-2009 00:20:59,leaveHouse,0.0138888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:21:00,26-Jul-2009 00:21:59,leaveHouse,0.0145833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:22:00,26-Jul-2009 00:22:59,leaveHouse,0.0152777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:23:00,26-Jul-2009 00:23:59,leaveHouse,0.0159722222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:24:00,26-Jul-2009 00:24:59,leaveHouse,0.0166666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:25:00,26-Jul-2009 00:25:59,leaveHouse,0.0173611111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:26:00,26-Jul-2009 00:26:59,leaveHouse,0.0180555555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:27:00,26-Jul-2009 00:27:59,leaveHouse,0.01875,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:28:00,26-Jul-2009 00:28:59,leaveHouse,0.0194444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:29:00,26-Jul-2009 00:29:59,leaveHouse,0.0201388888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:30:00,26-Jul-2009 00:30:59,leaveHouse,0.0208333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:31:00,26-Jul-2009 00:31:59,leaveHouse,0.0215277777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:32:00,26-Jul-2009 00:32:59,leaveHouse,0.0222222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:33:00,26-Jul-2009 00:33:59,leaveHouse,0.0229166666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:34:00,26-Jul-2009 00:34:59,leaveHouse,0.0236111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:35:00,26-Jul-2009 00:35:59,leaveHouse,0.0243055555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:36:00,26-Jul-2009 00:36:59,leaveHouse,0.025,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:37:00,26-Jul-2009 00:37:59,leaveHouse,0.0256944444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:38:00,26-Jul-2009 00:38:59,leaveHouse,0.0263888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:39:00,26-Jul-2009 00:39:59,leaveHouse,0.0270833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:40:00,26-Jul-2009 00:40:59,leaveHouse,0.0277777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:41:00,26-Jul-2009 00:41:59,leaveHouse,0.0284722222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:42:00,26-Jul-2009 00:42:59,leaveHouse,0.0291666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:43:00,26-Jul-2009 00:43:59,leaveHouse,0.0298611111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:44:00,26-Jul-2009 00:44:59,leaveHouse,0.0305555555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:45:00,26-Jul-2009 00:45:59,leaveHouse,0.03125,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:46:00,26-Jul-2009 00:46:59,leaveHouse,0.0319444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:47:00,26-Jul-2009 00:47:59,leaveHouse,0.0326388888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:48:00,26-Jul-2009 00:48:59,leaveHouse,0.0333333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:49:00,26-Jul-2009 00:49:59,leaveHouse,0.0340277777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:50:00,26-Jul-2009 00:50:59,leaveHouse,0.0347222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:51:00,26-Jul-2009 00:51:59,leaveHouse,0.0354166666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:52:00,26-Jul-2009 00:52:59,leaveHouse,0.0361111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:53:00,26-Jul-2009 00:53:59,leaveHouse,0.0368055555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:54:00,26-Jul-2009 00:54:59,leaveHouse,0.0375,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:55:00,26-Jul-2009 00:55:59,leaveHouse,0.0381944444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:56:00,26-Jul-2009 00:56:59,leaveHouse,0.0388888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:57:00,26-Jul-2009 00:57:59,leaveHouse,0.0395833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:58:00,26-Jul-2009 00:58:59,leaveHouse,0.0402777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 00:59:00,26-Jul-2009 00:59:59,leaveHouse,0.0409722222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:00:00,26-Jul-2009 01:00:59,leaveHouse,0.0416666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:01:00,26-Jul-2009 01:01:59,leaveHouse,0.0423611111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:02:00,26-Jul-2009 01:02:59,leaveHouse,0.0430555555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:03:00,26-Jul-2009 01:03:59,leaveHouse,0.04375,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:04:00,26-Jul-2009 01:04:59,leaveHouse,0.0444444444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:05:00,26-Jul-2009 01:05:59,leaveHouse,0.0451388888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:06:00,26-Jul-2009 01:06:59,leaveHouse,0.0458333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:07:00,26-Jul-2009 01:07:59,leaveHouse,0.0465277777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:08:00,26-Jul-2009 01:08:59,leaveHouse,0.0472222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:09:00,26-Jul-2009 01:09:59,leaveHouse,0.0479166666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:10:00,26-Jul-2009 01:10:59,leaveHouse,0.0486111111111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:11:00,26-Jul-2009 01:11:59,leaveHouse,0.0493055555556,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:12:00,26-Jul-2009 01:12:59,leaveHouse,0.05,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:13:00,26-Jul-2009 01:13:59,leaveHouse,0.0506944444444,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:14:00,26-Jul-2009 01:14:59,leaveHouse,0.0513888888889,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:15:00,26-Jul-2009 01:15:59,leaveHouse,0.0520833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26-Jul-2009 01:16:00,26-Jul-2009 01:16:59,leaveHouse,0.0527777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
